benchmark,funcs,max_order,include_interactions,depth,hidden,activation,extractor,scheduler,rmse_neural,rmse_sindy,n_terms_extracted,n_true_terms,precision,recall,f1,tp_names,fp_names,fn_names,history_train,history_val,active_terms
Nguyen-1,"id,sin,cos",1,True,1,128,relu,lasso,none,0.029478239846721564,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1834888595801134, 0.7322342579181378, 0.4195843728689047, 0.22352707901826271, 0.1311050498714814, 0.09818454258717023, 0.0728077836907827, 0.05513203144073486, 0.047186934030972995, 0.04050478940972915, 0.03524281972875962, 0.02946364521407164, 0.025194984215956468, 0.025156317422023185, 0.02228433911043864, 0.021222649285426505, 0.019833633676171303, 0.018351931268206008, 0.01787458066470348, 0.01712541511425605, 0.014600984967098786, 0.015354544998934636, 0.014881437859283043, 0.013391882611008791, 0.011959367288419833, 0.011968826910910698, 0.012585395803818336, 0.011694234509307604, 0.010892566078557419, 0.010367318987846375, 0.010270866851967115, 0.01014803615040504, 0.01089737256272481, 0.009597807477873106, 0.00869344540226918, 0.009714952455117153, 0.00886976969643281, 0.008732607122510672, 0.008743896005818477, 0.008111467835708307, 0.008556581209771909, 0.007451474845695954, 0.007029336590606432, 0.007206381047860934, 0.007804659696725698, 0.007558135817257257, 0.007922926308730474, 0.007538425485388591, 0.006912105860045323, 0.007562488389129822, 0.006840951454180937, 0.00732255418999837, 0.006688578125949089, 0.006695684045553207, 0.006551224344338362, 0.006583832293892136, 0.006539299009511104, 0.00699291958545263, 0.006460092352846494, 0.0064310140263002654]","[0.7048667073249817, 0.4098798483610153, 0.201877998188138, 0.10164045542478561, 0.07767242379486561, 0.05523621290922165, 0.038917616941034794, 0.029472201596945524, 0.02414600271731615, 0.02048291079699993, 0.018216445110738277, 0.015777066815644503, 0.013578527374193072, 0.012465392239391804, 0.010862714145332575, 0.009601862169802189, 0.008420169819146395, 0.007286671898327768, 0.006919550593011081, 0.005390570731833577, 0.005049403407610953, 0.004369916452560574, 0.003918577218428254, 0.0035463777894619852, 0.003616894711740315, 0.002987300424138084, 0.003062616800889373, 0.0027826823643408716, 0.002433951653074473, 0.0023410971043631434, 0.002362481813179329, 0.002056611920124851, 0.0019356365664862096, 0.0018496517150197178, 0.0017279542225878686, 0.0017722732882248238, 0.0015930518857203424, 0.001560851582325995, 0.0015150014660321176, 0.0014401464140973985, 0.0013348100910661742, 0.0012892053200630471, 0.0012269830476725474, 0.0012195252638775855, 0.0012152041890658438, 0.001184035252663307, 0.0013360145821934566, 0.0010289763886248693, 0.0010344088659621775, 0.001014823792502284, 0.0013132491440046579, 0.0009720361704239622, 0.0009984498319681734, 0.0010715830139815807, 0.0008047319133765996, 0.0007712329825153574, 0.0007927462283987552, 0.0007816189390723594, 0.0007624299178132787, 0.0008735095470910892]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,relu,elastic,onecycle,0.1092150699401813,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.449818675334637, 1.4177876435793364, 1.3885973875339215, 1.3629194222963774, 1.3497053522330065, 1.3327574821618886, 1.2866645409510686, 1.2551064445422246, 1.2337944828546965, 1.2032792614056513, 1.1948453187942505, 1.1409804821014404, 1.1093945732483497, 1.0550496073869557, 1.029639762181502, 0.9876617055672866, 0.9603358369607192, 0.8997034430503845, 0.8710518525196955, 0.823573887348175, 0.7709944706696731, 0.74362713098526, 0.6809776379511907, 0.637190580368042, 0.5765372445950141, 0.5243020080603086, 0.4768260900790875, 0.42589177191257477, 0.3788243853128873, 0.3287959133203213, 0.28678945853159976, 0.24865069068395174, 0.21539194996540362, 0.17928579392341468, 0.15237064373034698, 0.14264198679190415, 0.12086770970087785, 0.11040626466274261, 0.09909949451684952, 0.08971064881636547, 0.0814243543606538, 0.07244180887937546, 0.065470962283703, 0.05834013395584547, 0.055973197118594095, 0.05024235939177183, 0.0497073966723222, 0.04397868622954075, 0.042933192677222766, 0.04237689937536533, 0.036890802188561514, 0.03465615743054794, 0.034853571166212745, 0.032930296200972334, 0.03029423192716562, 0.02927817518894489, 0.028935474128677294, 0.02872127151260009, 0.025889578060461924, 0.024928499299746294]","[1.152024284005165, 1.1289926320314407, 1.1060763895511627, 1.0830780267715454, 1.0598163604736328, 1.036178708076477, 1.011902093887329, 0.9870718568563461, 0.961314395070076, 0.9346727281808853, 0.9069374948740005, 0.8781928345561028, 0.8482883647084236, 0.8172495439648628, 0.7849263250827789, 0.7514616027474403, 0.7168677672743797, 0.6810868680477142, 0.6442978791892529, 0.6063625738024712, 0.5672073066234589, 0.5271950513124466, 0.4863806553184986, 0.44513005018234253, 0.403414161875844, 0.36230362206697464, 0.3214361406862736, 0.281134782359004, 0.24261359870433807, 0.2066863849759102, 0.17401927709579468, 0.14527854230254889, 0.12185375392436981, 0.10434037540107965, 0.09147736616432667, 0.08146532531827688, 0.07288884092122316, 0.06475077755749226, 0.057881513610482216, 0.051610748283565044, 0.04643137939274311, 0.04126839246600866, 0.03779676463454962, 0.034534507896751165, 0.030870058573782444, 0.028408897574990988, 0.02635151334106922, 0.024762356653809547, 0.022955173160880804, 0.021546560805290937, 0.020771389361470938, 0.01907941699028015, 0.018129780422896147, 0.016893897904083133, 0.016116005601361394, 0.014990321826189756, 0.014474998693913221, 0.01338312984444201, 0.012742520542815328, 0.011706317542120814]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,relu,elastic,steplr,0.030544340656271565,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1834888595801134, 0.7322342579181378, 0.4195843728689047, 0.22352707901826271, 0.1311050498714814, 0.09818454258717023, 0.0728077836907827, 0.05513203144073486, 0.047186934030972995, 0.04050478940972915, 0.03524281972875962, 0.02946364521407164, 0.025194984215956468, 0.025156317422023185, 0.02228433911043864, 0.021222649285426505, 0.019833633676171303, 0.018351931268206008, 0.01787458066470348, 0.01712541511425605, 0.014600984967098786, 0.015354544998934636, 0.014881437859283043, 0.013391882611008791, 0.011959367288419833, 0.011968826910910698, 0.012585395803818336, 0.011694234509307604, 0.010892566078557419, 0.010367318987846375, 0.010270866851967115, 0.01014803615040504, 0.01089737256272481, 0.009597807477873106, 0.00869344540226918, 0.009714952455117153, 0.00886976969643281, 0.008732607122510672, 0.008743896005818477, 0.008111467835708307, 0.008556581209771909, 0.007451474845695954, 0.007029336590606432, 0.007206381047860934, 0.007804659696725698, 0.007558135817257257, 0.007922926308730474, 0.007538425485388591, 0.006912105860045323, 0.007562488389129822, 0.0068128680667051906, 0.007283622578073006, 0.006780101022181602, 0.006925556593789504, 0.0067183243540617135, 0.006748646712647035, 0.0067586689614332635, 0.0072888124805803485, 0.0067329048895492, 0.0066984349216979286]","[0.7048667073249817, 0.4098798483610153, 0.201877998188138, 0.10164045542478561, 0.07767242379486561, 0.05523621290922165, 0.038917616941034794, 0.029472201596945524, 0.02414600271731615, 0.02048291079699993, 0.018216445110738277, 0.015777066815644503, 0.013578527374193072, 0.012465392239391804, 0.010862714145332575, 0.009601862169802189, 0.008420169819146395, 0.007286671898327768, 0.006919550593011081, 0.005390570731833577, 0.005049403407610953, 0.004369916452560574, 0.003918577218428254, 0.0035463777894619852, 0.003616894711740315, 0.002987300424138084, 0.003062616800889373, 0.0027826823643408716, 0.002433951653074473, 0.0023410971043631434, 0.002362481813179329, 0.002056611920124851, 0.0019356365664862096, 0.0018496517150197178, 0.0017279542225878686, 0.0017722732882248238, 0.0015930518857203424, 0.001560851582325995, 0.0015150014660321176, 0.0014401464140973985, 0.0013348100910661742, 0.0012892053200630471, 0.0012269830476725474, 0.0012195252638775855, 0.0012152041890658438, 0.001184035252663307, 0.0013360145821934566, 0.0010289763886248693, 0.0010344088659621775, 0.001014823792502284, 0.0011469393502920866, 0.0009667855629231781, 0.000981057368335314, 0.0009951190440915525, 0.0008828853315208107, 0.0008826006014714949, 0.0008546516764909029, 0.0009366924059577286, 0.0008968955517048016, 0.0008445508137810975]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,relu,elastic,none,0.029478239846721564,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1834888595801134, 0.7322342579181378, 0.4195843728689047, 0.22352707901826271, 0.1311050498714814, 0.09818454258717023, 0.0728077836907827, 0.05513203144073486, 0.047186934030972995, 0.04050478940972915, 0.03524281972875962, 0.02946364521407164, 0.025194984215956468, 0.025156317422023185, 0.02228433911043864, 0.021222649285426505, 0.019833633676171303, 0.018351931268206008, 0.01787458066470348, 0.01712541511425605, 0.014600984967098786, 0.015354544998934636, 0.014881437859283043, 0.013391882611008791, 0.011959367288419833, 0.011968826910910698, 0.012585395803818336, 0.011694234509307604, 0.010892566078557419, 0.010367318987846375, 0.010270866851967115, 0.01014803615040504, 0.01089737256272481, 0.009597807477873106, 0.00869344540226918, 0.009714952455117153, 0.00886976969643281, 0.008732607122510672, 0.008743896005818477, 0.008111467835708307, 0.008556581209771909, 0.007451474845695954, 0.007029336590606432, 0.007206381047860934, 0.007804659696725698, 0.007558135817257257, 0.007922926308730474, 0.007538425485388591, 0.006912105860045323, 0.007562488389129822, 0.006840951454180937, 0.00732255418999837, 0.006688578125949089, 0.006695684045553207, 0.006551224344338362, 0.006583832293892136, 0.006539299009511104, 0.00699291958545263, 0.006460092352846494, 0.0064310140263002654]","[0.7048667073249817, 0.4098798483610153, 0.201877998188138, 0.10164045542478561, 0.07767242379486561, 0.05523621290922165, 0.038917616941034794, 0.029472201596945524, 0.02414600271731615, 0.02048291079699993, 0.018216445110738277, 0.015777066815644503, 0.013578527374193072, 0.012465392239391804, 0.010862714145332575, 0.009601862169802189, 0.008420169819146395, 0.007286671898327768, 0.006919550593011081, 0.005390570731833577, 0.005049403407610953, 0.004369916452560574, 0.003918577218428254, 0.0035463777894619852, 0.003616894711740315, 0.002987300424138084, 0.003062616800889373, 0.0027826823643408716, 0.002433951653074473, 0.0023410971043631434, 0.002362481813179329, 0.002056611920124851, 0.0019356365664862096, 0.0018496517150197178, 0.0017279542225878686, 0.0017722732882248238, 0.0015930518857203424, 0.001560851582325995, 0.0015150014660321176, 0.0014401464140973985, 0.0013348100910661742, 0.0012892053200630471, 0.0012269830476725474, 0.0012195252638775855, 0.0012152041890658438, 0.001184035252663307, 0.0013360145821934566, 0.0010289763886248693, 0.0010344088659621775, 0.001014823792502284, 0.0013132491440046579, 0.0009720361704239622, 0.0009984498319681734, 0.0010715830139815807, 0.0008047319133765996, 0.0007712329825153574, 0.0007927462283987552, 0.0007816189390723594, 0.0007624299178132787, 0.0008735095470910892]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,lasso,onecycle,0.14434515598045333,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.418689755293039, 1.388375658255357, 1.3596782959424532, 1.3320454542453473, 1.321932737643902, 1.304140833707956, 1.261787983087393, 1.2299991020789514, 1.2110360631575952, 1.1826541469647334, 1.1737330785164466, 1.122602907510904, 1.0912684752390935, 1.0410526807491596, 1.0166329053732066, 0.9772098706318781, 0.9543590958301837, 0.8945059180259705, 0.8665099648328928, 0.820543843966264, 0.77140323473857, 0.7469132634309622, 0.6862887831834646, 0.6423115982459142, 0.5853404746605799, 0.5377233555683723, 0.4899075535627512, 0.44102986271564776, 0.3967217459128453, 0.34782559138077956, 0.3056140828591127, 0.2663220980992684, 0.23347878341491407, 0.19322906319911665, 0.16632308409764215, 0.1544180833376371, 0.1346994535281108, 0.12599200239548317, 0.116988493846013, 0.11093362306173031, 0.10428422804062183, 0.09659899312716264, 0.08861175380074061, 0.0818305964080187, 0.07817676663398743, 0.07079257271610774, 0.07006896057954201, 0.06332593927016625, 0.059417009353637695, 0.05835565351522886, 0.05084077068246328, 0.04721347500498478, 0.04593506283484972, 0.04305728267018612, 0.03853696169188389, 0.03733501683634061, 0.03618804465692777, 0.035039123720847644, 0.03260341630532192, 0.031034832247174703]","[1.124709576368332, 1.1028050780296326, 1.0810225009918213, 1.059178665280342, 1.0371135771274567, 1.0146970450878143, 0.991716742515564, 0.9681942760944366, 0.9438679218292236, 0.9186943173408508, 0.8925530835986137, 0.86545430123806, 0.837279349565506, 0.808038204908371, 0.7776075676083565, 0.7460411414504051, 0.7133773416280746, 0.6795382723212242, 0.6446951888501644, 0.6087167598307133, 0.5715790316462517, 0.533576525747776, 0.49478035420179367, 0.45548582077026367, 0.4156634956598282, 0.37622675858438015, 0.3369085267186165, 0.29794213734567165, 0.2602662369608879, 0.2245457712560892, 0.1912756059318781, 0.1611041035503149, 0.13557352032512426, 0.11583239957690239, 0.10194056108593941, 0.09324882738292217, 0.0876674260944128, 0.08311561308801174, 0.07900570333003998, 0.07441978715360165, 0.07019233517348766, 0.06499732099473476, 0.06088305730372667, 0.0567078422755003, 0.051948314532637596, 0.04834131710231304, 0.044847147539258, 0.041647909209132195, 0.038889436051249504, 0.03603452816605568, 0.033923118840903044, 0.03130216337740421, 0.02951981406658888, 0.027542694006115198, 0.02639958169311285, 0.024877392686903477, 0.024093701038509607, 0.02302015060558915, 0.02247262606397271, 0.021411215886473656]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,lasso,steplr,0.023242324110344607,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1647556469990656, 0.7299248713713425, 0.42393922347288865, 0.22739852563692972, 0.13752232721218696, 0.11337930307938503, 0.09325478971004486, 0.07522257474752572, 0.0640094205737114, 0.05482385106957876, 0.04654082483970202, 0.038675018514578156, 0.03284501155408529, 0.03258711457825624, 0.028389953936521824, 0.026974259660794184, 0.025954421466359727, 0.024681809573219374, 0.02436736598610878, 0.02331385245689979, 0.021043111498539265, 0.02056931109669117, 0.020278524607419968, 0.01887986257385749, 0.0169731115635771, 0.017151015165906686, 0.01646986775673353, 0.014773082059736434, 0.014210105443803163, 0.012808950188068243, 0.01218776755894606, 0.011577431112527847, 0.012256263110500116, 0.010144426666486722, 0.009412375386231221, 0.009562928086289993, 0.008892060508235143, 0.00851318591202681, 0.007863346451463608, 0.006987263484356495, 0.008100633115436021, 0.006642750858400877, 0.00624766075410522, 0.006223018746823072, 0.0063765778277929015, 0.006110243750019715, 0.006071398500353098, 0.006239786815757935, 0.005515133675474387, 0.005861692703687227, 0.005643376220877354, 0.005874279564103255, 0.005731125612958119, 0.005950366719984091, 0.005529617389234213, 0.005653186593777859, 0.005587493839602058, 0.0055258506909012794, 0.005476599809928582, 0.0056450334556687335]","[0.7006697207689285, 0.41158419474959373, 0.207564371638, 0.10651323013007641, 0.0912171583622694, 0.07749161124229431, 0.059277333319187164, 0.04713030718266964, 0.038218374364078045, 0.03249207558110356, 0.028518264647573233, 0.02525360696017742, 0.022527516819536686, 0.02190926857292652, 0.020232477225363255, 0.019886195193976164, 0.019105739425867796, 0.01809561299160123, 0.01799835590645671, 0.01629120809957385, 0.01587110199034214, 0.014679596526548266, 0.013669273583218455, 0.012781055411323905, 0.012626479845494032, 0.011010239133611321, 0.010815942194312811, 0.009590817149728537, 0.00856020487844944, 0.007564039085991681, 0.007203505025245249, 0.006003339891321957, 0.005440987762995064, 0.0045913823414593935, 0.0041968097211793065, 0.0035666398471221328, 0.0029497097129933536, 0.002686771797016263, 0.002232506813015789, 0.0018483467283658683, 0.0015120638709049672, 0.0013534075405914336, 0.0011394785688025877, 0.0009798611863516271, 0.0009411253849975765, 0.0008086224115686491, 0.0008976493991212919, 0.0006652591837337241, 0.0006320285465335473, 0.0007116072811186314, 0.0005741939094150439, 0.0005802543673780747, 0.0005792075826320797, 0.0005801413353765383, 0.0005183428002055734, 0.0005576934927375987, 0.0005454100901260972, 0.0005124147355672903, 0.0005791943840449676, 0.0004949131543980911]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,lasso,none,0.0218488196574905,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1647556469990656, 0.7299248713713425, 0.42393922347288865, 0.22739852563692972, 0.13752232721218696, 0.11337930307938503, 0.09325478971004486, 0.07522257474752572, 0.0640094205737114, 0.05482385106957876, 0.04654082483970202, 0.038675018514578156, 0.03284501155408529, 0.03258711457825624, 0.028389953936521824, 0.026974259660794184, 0.025954421466359727, 0.024681809573219374, 0.02436736598610878, 0.02331385245689979, 0.021043111498539265, 0.02056931109669117, 0.020278524607419968, 0.01887986257385749, 0.0169731115635771, 0.017151015165906686, 0.01646986775673353, 0.014773082059736434, 0.014210105443803163, 0.012808950188068243, 0.01218776755894606, 0.011577431112527847, 0.012256263110500116, 0.010144426666486722, 0.009412375386231221, 0.009562928086289993, 0.008892060508235143, 0.00851318591202681, 0.007863346451463608, 0.006987263484356495, 0.008100633115436021, 0.006642750858400877, 0.00624766075410522, 0.006223018746823072, 0.0063765778277929015, 0.006110243750019715, 0.006071398500353098, 0.006239786815757935, 0.005515133675474387, 0.005861692703687227, 0.005681180180265353, 0.005914229863824753, 0.005678589402053218, 0.005872690799431159, 0.005484012922701927, 0.005581104913010047, 0.005435824447956223, 0.00533944543880912, 0.005255162142790281, 0.005412337012015856]","[0.7006697207689285, 0.41158419474959373, 0.207564371638, 0.10651323013007641, 0.0912171583622694, 0.07749161124229431, 0.059277333319187164, 0.04713030718266964, 0.038218374364078045, 0.03249207558110356, 0.028518264647573233, 0.02525360696017742, 0.022527516819536686, 0.02190926857292652, 0.020232477225363255, 0.019886195193976164, 0.019105739425867796, 0.01809561299160123, 0.01799835590645671, 0.01629120809957385, 0.01587110199034214, 0.014679596526548266, 0.013669273583218455, 0.012781055411323905, 0.012626479845494032, 0.011010239133611321, 0.010815942194312811, 0.009590817149728537, 0.00856020487844944, 0.007564039085991681, 0.007203505025245249, 0.006003339891321957, 0.005440987762995064, 0.0045913823414593935, 0.0041968097211793065, 0.0035666398471221328, 0.0029497097129933536, 0.002686771797016263, 0.002232506813015789, 0.0018483467283658683, 0.0015120638709049672, 0.0013534075405914336, 0.0011394785688025877, 0.0009798611863516271, 0.0009411253849975765, 0.0008086224115686491, 0.0008976493991212919, 0.0006652591837337241, 0.0006320285465335473, 0.0007116072811186314, 0.0007256670360220596, 0.0006553401472046971, 0.0005621098098345101, 0.0007142493705032393, 0.0005579673088504933, 0.0004986524436390027, 0.0006126125445007347, 0.000479923517559655, 0.0005037638111389242, 0.00043885046761715785]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,elastic,onecycle,0.14434515598045333,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.418689755293039, 1.388375658255357, 1.3596782959424532, 1.3320454542453473, 1.321932737643902, 1.304140833707956, 1.261787983087393, 1.2299991020789514, 1.2110360631575952, 1.1826541469647334, 1.1737330785164466, 1.122602907510904, 1.0912684752390935, 1.0410526807491596, 1.0166329053732066, 0.9772098706318781, 0.9543590958301837, 0.8945059180259705, 0.8665099648328928, 0.820543843966264, 0.77140323473857, 0.7469132634309622, 0.6862887831834646, 0.6423115982459142, 0.5853404746605799, 0.5377233555683723, 0.4899075535627512, 0.44102986271564776, 0.3967217459128453, 0.34782559138077956, 0.3056140828591127, 0.2663220980992684, 0.23347878341491407, 0.19322906319911665, 0.16632308409764215, 0.1544180833376371, 0.1346994535281108, 0.12599200239548317, 0.116988493846013, 0.11093362306173031, 0.10428422804062183, 0.09659899312716264, 0.08861175380074061, 0.0818305964080187, 0.07817676663398743, 0.07079257271610774, 0.07006896057954201, 0.06332593927016625, 0.059417009353637695, 0.05835565351522886, 0.05084077068246328, 0.04721347500498478, 0.04593506283484972, 0.04305728267018612, 0.03853696169188389, 0.03733501683634061, 0.03618804465692777, 0.035039123720847644, 0.03260341630532192, 0.031034832247174703]","[1.124709576368332, 1.1028050780296326, 1.0810225009918213, 1.059178665280342, 1.0371135771274567, 1.0146970450878143, 0.991716742515564, 0.9681942760944366, 0.9438679218292236, 0.9186943173408508, 0.8925530835986137, 0.86545430123806, 0.837279349565506, 0.808038204908371, 0.7776075676083565, 0.7460411414504051, 0.7133773416280746, 0.6795382723212242, 0.6446951888501644, 0.6087167598307133, 0.5715790316462517, 0.533576525747776, 0.49478035420179367, 0.45548582077026367, 0.4156634956598282, 0.37622675858438015, 0.3369085267186165, 0.29794213734567165, 0.2602662369608879, 0.2245457712560892, 0.1912756059318781, 0.1611041035503149, 0.13557352032512426, 0.11583239957690239, 0.10194056108593941, 0.09324882738292217, 0.0876674260944128, 0.08311561308801174, 0.07900570333003998, 0.07441978715360165, 0.07019233517348766, 0.06499732099473476, 0.06088305730372667, 0.0567078422755003, 0.051948314532637596, 0.04834131710231304, 0.044847147539258, 0.041647909209132195, 0.038889436051249504, 0.03603452816605568, 0.033923118840903044, 0.03130216337740421, 0.02951981406658888, 0.027542694006115198, 0.02639958169311285, 0.024877392686903477, 0.024093701038509607, 0.02302015060558915, 0.02247262606397271, 0.021411215886473656]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,elastic,steplr,0.023242324110344607,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1647556469990656, 0.7299248713713425, 0.42393922347288865, 0.22739852563692972, 0.13752232721218696, 0.11337930307938503, 0.09325478971004486, 0.07522257474752572, 0.0640094205737114, 0.05482385106957876, 0.04654082483970202, 0.038675018514578156, 0.03284501155408529, 0.03258711457825624, 0.028389953936521824, 0.026974259660794184, 0.025954421466359727, 0.024681809573219374, 0.02436736598610878, 0.02331385245689979, 0.021043111498539265, 0.02056931109669117, 0.020278524607419968, 0.01887986257385749, 0.0169731115635771, 0.017151015165906686, 0.01646986775673353, 0.014773082059736434, 0.014210105443803163, 0.012808950188068243, 0.01218776755894606, 0.011577431112527847, 0.012256263110500116, 0.010144426666486722, 0.009412375386231221, 0.009562928086289993, 0.008892060508235143, 0.00851318591202681, 0.007863346451463608, 0.006987263484356495, 0.008100633115436021, 0.006642750858400877, 0.00624766075410522, 0.006223018746823072, 0.0063765778277929015, 0.006110243750019715, 0.006071398500353098, 0.006239786815757935, 0.005515133675474387, 0.005861692703687227, 0.005643376220877354, 0.005874279564103255, 0.005731125612958119, 0.005950366719984091, 0.005529617389234213, 0.005653186593777859, 0.005587493839602058, 0.0055258506909012794, 0.005476599809928582, 0.0056450334556687335]","[0.7006697207689285, 0.41158419474959373, 0.207564371638, 0.10651323013007641, 0.0912171583622694, 0.07749161124229431, 0.059277333319187164, 0.04713030718266964, 0.038218374364078045, 0.03249207558110356, 0.028518264647573233, 0.02525360696017742, 0.022527516819536686, 0.02190926857292652, 0.020232477225363255, 0.019886195193976164, 0.019105739425867796, 0.01809561299160123, 0.01799835590645671, 0.01629120809957385, 0.01587110199034214, 0.014679596526548266, 0.013669273583218455, 0.012781055411323905, 0.012626479845494032, 0.011010239133611321, 0.010815942194312811, 0.009590817149728537, 0.00856020487844944, 0.007564039085991681, 0.007203505025245249, 0.006003339891321957, 0.005440987762995064, 0.0045913823414593935, 0.0041968097211793065, 0.0035666398471221328, 0.0029497097129933536, 0.002686771797016263, 0.002232506813015789, 0.0018483467283658683, 0.0015120638709049672, 0.0013534075405914336, 0.0011394785688025877, 0.0009798611863516271, 0.0009411253849975765, 0.0008086224115686491, 0.0008976493991212919, 0.0006652591837337241, 0.0006320285465335473, 0.0007116072811186314, 0.0005741939094150439, 0.0005802543673780747, 0.0005792075826320797, 0.0005801413353765383, 0.0005183428002055734, 0.0005576934927375987, 0.0005454100901260972, 0.0005124147355672903, 0.0005791943840449676, 0.0004949131543980911]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,gelu,elastic,none,0.0218488196574905,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1647556469990656, 0.7299248713713425, 0.42393922347288865, 0.22739852563692972, 0.13752232721218696, 0.11337930307938503, 0.09325478971004486, 0.07522257474752572, 0.0640094205737114, 0.05482385106957876, 0.04654082483970202, 0.038675018514578156, 0.03284501155408529, 0.03258711457825624, 0.028389953936521824, 0.026974259660794184, 0.025954421466359727, 0.024681809573219374, 0.02436736598610878, 0.02331385245689979, 0.021043111498539265, 0.02056931109669117, 0.020278524607419968, 0.01887986257385749, 0.0169731115635771, 0.017151015165906686, 0.01646986775673353, 0.014773082059736434, 0.014210105443803163, 0.012808950188068243, 0.01218776755894606, 0.011577431112527847, 0.012256263110500116, 0.010144426666486722, 0.009412375386231221, 0.009562928086289993, 0.008892060508235143, 0.00851318591202681, 0.007863346451463608, 0.006987263484356495, 0.008100633115436021, 0.006642750858400877, 0.00624766075410522, 0.006223018746823072, 0.0063765778277929015, 0.006110243750019715, 0.006071398500353098, 0.006239786815757935, 0.005515133675474387, 0.005861692703687227, 0.005681180180265353, 0.005914229863824753, 0.005678589402053218, 0.005872690799431159, 0.005484012922701927, 0.005581104913010047, 0.005435824447956223, 0.00533944543880912, 0.005255162142790281, 0.005412337012015856]","[0.7006697207689285, 0.41158419474959373, 0.207564371638, 0.10651323013007641, 0.0912171583622694, 0.07749161124229431, 0.059277333319187164, 0.04713030718266964, 0.038218374364078045, 0.03249207558110356, 0.028518264647573233, 0.02525360696017742, 0.022527516819536686, 0.02190926857292652, 0.020232477225363255, 0.019886195193976164, 0.019105739425867796, 0.01809561299160123, 0.01799835590645671, 0.01629120809957385, 0.01587110199034214, 0.014679596526548266, 0.013669273583218455, 0.012781055411323905, 0.012626479845494032, 0.011010239133611321, 0.010815942194312811, 0.009590817149728537, 0.00856020487844944, 0.007564039085991681, 0.007203505025245249, 0.006003339891321957, 0.005440987762995064, 0.0045913823414593935, 0.0041968097211793065, 0.0035666398471221328, 0.0029497097129933536, 0.002686771797016263, 0.002232506813015789, 0.0018483467283658683, 0.0015120638709049672, 0.0013534075405914336, 0.0011394785688025877, 0.0009798611863516271, 0.0009411253849975765, 0.0008086224115686491, 0.0008976493991212919, 0.0006652591837337241, 0.0006320285465335473, 0.0007116072811186314, 0.0007256670360220596, 0.0006553401472046971, 0.0005621098098345101, 0.0007142493705032393, 0.0005579673088504933, 0.0004986524436390027, 0.0006126125445007347, 0.000479923517559655, 0.0005037638111389242, 0.00043885046761715785]","['id(x0)', 'sin(x0)', 'cos(x0)']"
